"oper_id"	"title"	"business_type"	"method"	"request_method"	"operator_type"	"oper_name"	"dept_name"	"oper_url"	"oper_ip"	"oper_location"	"oper_param"	"json_result"	"status"	"error_msg"	"oper_time"	"cost_time"
"110"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2001,""menuName"":""\u7528\u6237\u7BA1\u7406"",""parentName"":null,""parentId"":2000,""orderNum"":0,""path"":""user"",""component"":""system/user/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":""system:user:list"",""icon"":""user"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2024-12-12T10:38:12"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/12/2024 10:43:17"	"229"
"111"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2002,""menuName"":""\u89D2\u8272\u7BA1\u7406"",""parentName"":null,""parentId"":2000,""orderNum"":1,""path"":""role"",""component"":""system/role/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":""system:role:list"",""icon"":""peoples"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2024-12-12T10:38:56"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/12/2024 10:43:26"	"250"
"112"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2005,""menuName"":""\u7EC4\u7EC7\u7BA1\u7406"",""parentName"":null,""parentId"":2000,""orderNum"":2,""path"":""tenant"",""component"":""system/tenant/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":""system:dept:tenant"",""icon"":""tree"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2024-12-12T10:42:13"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/12/2024 10:43:44"	"284"
"113"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2004,""menuName"":""\u90E8\u95E8\u7BA1\u7406"",""parentName"":null,""parentId"":2000,""orderNum"":3,""path"":""dept"",""component"":""system/dept/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":""system:dept:list"",""icon"":""tree"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2024-12-12T10:39:57"",""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/12/2024 10:43:51"	"210"
"114"	"菜单管理"	"2"	"RuoYi.System.Controllers.SysMenuController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/menu"	"0.0.0.1"	"X.X.X.X"	"{""menu"":{""menuId"":2003,""menuName"":""\u83DC\u5355\u7BA1\u7406"",""parentName"":null,""parentId"":2000,""orderNum"":4,""path"":""menu"",""component"":""system/menu/index"",""query"":null,""isFrame"":""1"",""isCache"":""0"",""menuType"":""C"",""visible"":""0"",""status"":""0"",""perms"":""system:menu:list"",""icon"":""list"",""roleStatus"":null,""userId"":0,""roleId"":0,""menuTypes"":[],""createBy"":""admin"",""createTime"":""2024-12-12T10:39:29"",""updateBy"":""admin"",""updateTime"":""2024-12-12T10:40:25"",""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":1,""code"":200}"	"0"		"12/12/2024 10:44:09"	"247"
"115"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":105,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F831"",""orderNum"":3,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 16:11:19"	"16432"
"116"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":105,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F83"",""orderNum"":3,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":100,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 16:14:44"	"172481"
"117"	"部门管理"	"1"	"RuoYi.System.Controllers.SysTenantController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":null,""parentId"":100,""ancestors"":""0,100"",""deptName"":""666"",""orderNum"":5,""leader"":null,""phone"":null,""email"":null,""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":null,""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"ExecuteCommandIdentityIntoEntity does not support multiple identity keys"	"12/12/2024 18:14:33"	"359"
"118"	"部门管理"	"1"	"RuoYi.System.Controllers.SysTenantController.Add"	"POST"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":201,""parentId"":100,""ancestors"":""0,100"",""deptName"":""11"",""orderNum"":11,""leader"":null,""phone"":null,""email"":null,""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":null,""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":null,""createTime"":null,""updateBy"":null,""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"	"{""msg"":""\u64CD\u4F5C\u6210\u529F."",""data"":true,""code"":200}"	"0"		"12/12/2024 18:16:37"	"400"
"119"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:18:18"	"349"
"120"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:18:25"	"340"
"121"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:28:47"	"714"
"122"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:31:43"	"28301"
"123"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:32:03"	"6832"
"124"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:32:16"	"2951"
"125"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:32:44"	"13571"
"126"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:33:50"	"34194"
"127"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:36:31"	"144473"
"128"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Illegal mix of collations (utf8mb4_general_ci,IMPLICIT) and (utf8mb4_0900_ai_ci,IMPLICIT) for operation 'like'"	"12/12/2024 18:36:54"	"4786"
"129"	"部门管理"	"2"	"RuoYi.System.Controllers.SysTenantController.Edit"	"PUT"	"1"	"admin"		"http://localhost:5000/system/tenant"	"0.0.0.1"	"X.X.X.X"	"{""tenant"":{""id"":107,""parentId"":101,""ancestors"":""0,100,101"",""deptName"":""\u516C\u53F85"",""orderNum"":5,""leader"":""\u82E5\u4F9D"",""phone"":""15888888888"",""email"":""ry@qq.com"",""status"":""0"",""delFlag"":""0"",""parentName"":null,""children"":[],""deptCheckStrictly"":null,""roleId"":null,""parentIds"":null,""tenantId"":0,""createBy"":""admin"",""createTime"":""2024-12-11T20:31:28"",""updateBy"":"""",""updateTime"":null,""remark"":null,""params"":{""beginTime"":null,""endTime"":null,""dataScopeSql"":null}}}"		"1"	"Table 'ry_net_tenant.t_dept' doesn't exist"	"12/12/2024 18:43:55"	"393"
