"id"	"item_no"	"item_name"	"item_count"	"item_measure"	"item_origin"	"item_model"	"bom_no"	"item_type"	"location"	"remark"	"item_count_assist"	"item_measure_assist"	"uni_id"	"is_valid"	"erp_count"	"net_weight"	"created_by"	"created_time"	"updated_by"	"updated_time"
"0132b87ce3d843faa7e2224eee1e5718"	"400621"	"钢板Q235B/空"	"0"	"公斤"	"0"	"4*1510*6000"	""	"00"			"0"	"公斤"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0144a438176747599ac4a64abc8593fa"	"602573"	"底盘焊合"	"0"	"件"	"1"	"25160089492"	"25160089492"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01451de849f14f40b633794df7d7392c"	"615879"	"压板"	"0"	"件"	"1"	"25190008941"	"25190008941"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"014cdb1e692340659284f60eb89cf3b8"	"300176"	"销轴"	"0"	"件"	"0"	"φ37"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"014dcc57a5bf4c7daadb862bf929b63f"	"600955"	"主平台底板1"	"0"	"件"	"1"	"2521002536"	"2521002536"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"015b34e4fc6a45178ee0ec5e83a7d617"	"900047"	"钢板ZQS460QKH"	"0"	"公斤"	"0"	"5.1m*1.68m*11mm"	""	"00"			"0"	"公斤"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"016225e3fa7c45b1b6e9ade380ff37ca"	"601142"	"底板"	"0"	"件"	"1"	"2518003633"	"2518003633"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"016af5d2a51c4d0e85d7717cb28ce9ea"	"601383
"	"三角筋板LGB314-63*125*8
"	"0"	"件"	"1"	"4043001204
"	"4043001204
"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"016df601ad034477b7a4997b2cb5384d"	"615894"	"上板焊合"	"0"	"件"	"1"	"25160109011"	"25160109011"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"016fc207f8ad49e9af5ff1468097dc95"	"614419
"	"中桥A型架连接座连接板195*100*50
"	"0"	"件"	"1"	"27140208192"	"27140208192"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0170b2fcd9ac49acb9d7ba3954ea4ab9"	"100854"	"筒夹"	"0"	"个"	"0"	"ER32-11"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0172bb9e99b9446298ed7597af40bc5a"	"100764"	"刀片"	"0"	"片"	"0"	"APMT1604PDER-TG"	""	"00"			"0"	"片"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0176a94db4be4c9d8c54bd51708255b6"	"102581"	"螺丝"	"0"	"个"	"0"	"M6*4.5"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0180603679b94a4dac48bbe77b2a5b1b"	"200159"	"12米底盘"	"0"	"件"	"0"	"25160048134"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"018db4a6e5ec4a04930b822b7b0c19a7"	"615054"	"中防脱板"	"0"	"件"	"1"	"25150004041"	"25150004041"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01902bf9af6844ec83a9625f56636e9b"	"600935"	"固定板"	"0"	"件"	"1"	"2521000569"	"2521000569"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0197d64934374b25b89e3eae4d06ed78"	"616253"	"机罩限位板140*123*10"	"0"	"件"	"1"	"27140244541"	"27140244541"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01a8149be2334470b38045aaccd016c1"	"602578"	"油箱侧焊合"	"0"	"件"	"1"	"25180040551"	"25180040551"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01aa6c5a7970459bb358f704d0c45732"	"101767"	"锥形护套 497444"	"0"	"件"	"0"	"4190002359"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01ba626876af4da9865d87b1c57175ae"	"101631"	"金属制品*挂钩+吊环+吊链"	"0"	"套"	"0"	"2T"	""	"00"			"0"	"套"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01c2f551d80243188bdd54944f475146"	"615619"	"大底板"	"0"	"件"	"1"	"25230032843"	"25230032843"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01c72d595e59428ca2e96fc3c6c6fd15"	"100280"	"焊枪"	"0"	"把"	"0"	"    "	""	"00"			"0"	"把"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01d1a8ec4b0f487dbc4b9d99cee98859"	"200112"	"配重"	"0"	"件"	"0"	"25320010841"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01d51a11140844c0adc25cf9ba57f1d8"	"615545"	"2024越野平台"	"0"	"件"	"1"	"2521011123"	"2521011123"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01da6cad903b46ea9e626d4414fc2377"	"616981"	"尾梁连接板一"	"0"	"件"	"1"	"27140126581"	"27140126581"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01de4b4acc1f41eebee9994df167bf96"	"102630"	"钢丝绳"	"0"	"米"	"0"	"φ6"	""	"00"			"0"	"米"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01e0e307e76442979b914b46a68658a8"	"601419"	"限位板"	"0"	"件"	"1"	"2523002551"	"2523002551"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01e22ed553864cd18ffd0c10e4d59fe0"	"600555"	"框架斜撑2"	"0"	"件"	"1"	"Z301W3055.01.27"	"Z301W3055.01.27"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01f1c35060ee4ae4984bf5f1c8641649"	"600413"	"底板"	"0"	"件"	"1"	"2518002728-1"	"2518002728-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01f33a7ca0454a26b7647af1cca9e354"	"300090"	"后支撑板"	"0"	"件"	"1"	"2516004383"	"2516004383"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01f495ad5ef64256ad2cecb179350e2a"	"300058"	"销子"	"0"	"件"	"1"	"φ12"	"φ12"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01f567d36d354452b320436275efd670"	"600476"	"后轮支板"	"0"	"件"	"1"	"2516002270-1"	"2516002270-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01f66bea7e1b4b468982c6f3c92beac9"	"200271"	"发动机箱侧配送总成"	"0"	"件"	"0"	"25180039932"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"01fe00e16e4e478bb8bc36edae819e16"	"101410"	"内径百分表"	"0"	"块"	"0"	"50-160"	""	"00"			"0"	"块"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02003d97d68c4f018344b4ee776314cf"	"614433
"	"保险杠前板
"	"0"	"件"	"1"	"2714020923
"	"2714020923
"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02038e642c934470ae27afe9d2ae2a92"	"101193"	"双牛导电咀"	"0"	"个"	"0"	"40*1.0"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02095728820c40e092f80a241831204e"	"101647"	"黄油"	"0"	"包"	"0"	"(袋装）"	""	"00"			"0"	"包"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"020c128334c04686a54d9928d637e95d"	"100427"	"合金钻头"	"0"	"支"	"0"	"17.2"	""	"00"			"0"	"支"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"020ec205341f47558b83b2158485fca4"	"601882"	"前栏焊合"	"0"	"件"	"1"	"2521010130"	"2521010130"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"022afc88cc4a409cad64c646c60365ce"	"300692"	"后桥右焊接侧板"	"0"	"件"	"0"	"2516004197"	""	"00"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"022cb4e8e5c74675a2f1503c5915af74"	"616957"	"横梁左下连接板"	"0"	"件"	"1"	"AZ9729510004"	"AZ9729510004"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02311f7b99b148539274ad8e5a83c483"	"615356"	"右立板"	"0"	"件"	"1"	"2523004674"	"2523004674"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0235071a2666420e8ae1260425e4d1d6"	"602130"	"后底板660*445*30"	"0"	"件"	"1"	"25160089511"	"25160089511"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"024012ea594e45c89c38b40f50923a84"	"615454
"	"右后轮支板焊合
"	"0"	"件"	"1"	"25160085322
"	"25160085322
"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0240ecd86fd34079a8d614b1c259bba4"	"600169"	"底板"	"0"	"件"	"1"	"2518002699-1"	"2518002699-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0242f0cfc139476fa427a601e9d011de"	"602071"	"下臂前安装座焊合"	"0"	"件"	"1"	"27140226472"	"27140226472"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"025308620f344dff97c0d4b6fd60cbe9"	"100295"	"平掉钳"	"0"	"个"	"0"	"5T"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0254a425864c4eac93622791bfeeee07"	"615757"	"主平台右护栏"	"0"	"件"	"1"	"25210059952"	"25210059952"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"025743cca5f740029ade4922d8125739"	"100678"	"夹头"	"0"	"个"	"0"	"ER32-19"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0258ebbebff1424aa830d6fe63ce7ca4"	"101014"	"吊带"	"0"	"根"	"0"	"3T5米"	""	"00"			"0"	"根"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"026eb1b13581435f8d616b0104d6460b"	"101384"	"安全出口指示牌"	"0"	"张"	"0"	"    "	""	"00"			"0"	"张"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02708878a5844f5c93c4d590e35dad22"	"600229"	"焊接纵加强筋"	"0"	"件"	"1"	"2516003438-1"	"2516003438-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"0271ed948e814308a4147d0eba4ba963"	"100135"	"铜芯电缆"	"0"	"米"	"0"	"1*25红"	""	"00"			"0"	"米"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02765c94f59e43e195802cbca0536400"	"100927"	"螺纹塞规"	"0"	"支"	"0"	"M5 6H"	""	"00"			"0"	"支"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02807cfd09aa4d5daf479b120fe4fde6"	"102707"	"仿型切割机"	"0"	"台"	"0"	"    "	""	"00"			"0"	"台"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"028f2a6c4fcc4f31a9bc1eb48feeb07d"	"600504"	"右纵梁"	"0"	"件"	"1"	"Z301W3055.01.01.02"	"Z301W3055.01.01.02"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"029512344839407f859383c5c1a3384c"	"602485"	"底盘焊接合码"	"0"	"件"	"1"	"25160044354"	"25160044354"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"029cac68e48f40d2950d081b4ba59af9"	"500063"	"螺丝母"	"0"	"个"	"0"	"m8"	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02a6fd637e6a450e9e9e480190d1e777"	"300317"	"前栏把手焊合"	"0"	"套"	"0"	"2521007742"	""	"00"			"0"	"套"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02a786ae129d47bf96c17cfb9054af65"	"616794"	"长轴固定板"	"0"	"件"	"1"	"25160045804"	"25160045804"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02b1676f5ce04c7fbccb2cf5e53400ee"	"614434
"	"保险杠加强板
"	"0"	"件"	"1"	"27140209241"	"27140209241"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02b75b4441ad4187a025b34361dda5f8"	"602055"	"转向缸座底板590*303*20"	"0"	"件"	"1"	"2714022639"	"2714022639"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02ba0bfeb0e84115860dd2e16bb68f1b"	"102743"	"气磨吸盘"	"0"	"个"	"0"	"    "	""	"00"			"0"	"个"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02bc90d4dd9e45ea8b2918720fe94d14"	"100301"	"丙烷减压器"	"0"	"块"	"0"	"    "	""	"00"			"0"	"块"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02bedb3e784a4a58a21c657075a0fa10"	"600123"	"S1413矩管焊合"	"0"	"件"	"1"	"2516002457-1"	"2516002457-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
"02c268271e4b49e8922c6ecee9269204"	"600005"	"上板焊合"	"0"	"件"	"1"	"2516004379-1"	"2516004379-1"	"01"			"0"	"件"		"01"	"0"	"0"	"1"	"2/8/2025 18:42:01"	"1"	"2/8/2025 18:42:01"
